t [s],Red [bit],IR [bit]
33.6,50936,55557
33.608,50939,55571
33.616,50943,55584
33.624,50947,55595
33.632,50953,55604
33.64,50959,55613
33.648,50965,55621
33.656,50970,55631
33.664,50975,55641
33.672,50980,55652
33.68,50985,55664
33.688,50989,55676
33.696,50994,55688
33.704,50999,55699
33.712,51003,55710
33.72,51008,55721
33.728,51013,55732
33.736,51017,55744
33.744,51022,55757
33.752,51026,55771
33.76,51032,55786
33.768,51037,55799
33.776,51041,55808
33.784,51044,55810
33.792,51043,55802
33.8,51037,55781
33.808,51025,55747
33.816,51007,55698
33.824,50983,55637
33.832,50955,55566
33.84,50923,55488
33.848,50890,55409
33.856,50857,55333
33.864,50827,55264
33.872,50800,55203
33.88,50777,55153
33.888,50758,55112
33.896,50744,55081
33.904,50734,55059
33.912,50727,55045
33.92,50723,55036
33.928,50721,55032
33.936,50720,55030
33.944,50720,55031
33.952,50720,55032
33.96,50721,55034
33.968,50722,55036
33.976,50723,55038
33.984,50724,55040
33.992,50725,55044
34,50728,55049
34.008,50730,55056
34.016,50734,55065
34.024,50738,55076
34.032,50743,55088
34.04,50748,55100
34.048,50754,55111
34.056,50760,55122
34.064,50765,55133
34.072,50769,55141
34.08,50772,55148
34.088,50774,55153
34.096,50774,55155
34.104,50774,55154
34.112,50772,55152
34.12,50771,55148
34.128,50769,55143
34.136,50767,55139
34.144,50765,55136
34.152,50764,55134
34.16,50764,55134
34.168,50764,55136
34.176,50764,55140
34.184,50766,55144
34.192,50770,55149
34.2,50775,55155
34.208,50781,55162
34.216,50787,55171
34.224,50793,55183
34.232,50798,55196
34.24,50802,55210
34.248,50806,55225
34.256,50810,55239
34.264,50814,55253
34.272,50820,55266
34.28,50826,55279
34.288,50831,55292
34.296,50837,55305
34.304,50842,55318
34.312,50847,55331
34.32,50852,55344
34.328,50857,55356
34.336,50863,55367
34.344,50869,55379
34.352,50875,55390
34.36,50881,55401
34.368,50887,55411
34.376,50891,55421
34.384,50894,55431
34.392,50897,55441
34.4,50899,55451
34.408,50902,55461
34.416,50905,55471
34.424,50909,55481
34.432,50914,55490
34.44,50918,55500
34.448,50922,55509
34.456,50926,55518
34.464,50929,55528
34.472,50933,55537
34.48,50936,55546
34.488,50941,55555
34.496,50947,55565
34.504,50953,55574
34.512,50960,55583
34.52,50966,55594
34.528,50970,55604
34.536,50973,55615
34.544,50975,55627
34.552,50977,55638
34.56,50980,55648
34.568,50983,55659
34.576,50988,55669
34.584,50992,55680
34.592,50997,55691
34.6,51002,55702
34.608,51006,55713
34.616,51011,55724
34.624,51016,55735
34.632,51020,55745
34.64,51024,55754
34.648,51027,55765
34.656,51031,55775
34.664,51035,55786
34.672,51039,55795
34.68,51041,55799
34.688,51041,55795
34.696,51036,55779
34.704,51026,55747
34.712,51009,55700
34.72,50985,55638
34.728,50956,55564
34.736,50922,55483
34.744,50887,55398
34.752,50851,55315
34.76,50818,55238
34.768,50787,55171
34.776,50761,55113
34.784,50740,55067
34.792,50723,55030
34.8,50710,55002
34.808,50700,54982
34.816,50693,54966
34.824,50688,54955
34.832,50684,54946
34.84,50681,54940
34.848,50679,54934
34.856,50677,54929
34.864,50676,54923
34.872,50674,54918
34.88,50671,54913
34.888,50669,54908
34.896,50667,54904
34.904,50667,54903
34.912,50667,54903
34.92,50669,54906
34.928,50671,54912
34.936,50674,54921
34.944,50676,54932
34.952,50677,54944
34.96,50679,54957
34.968,50682,54968
34.976,50687,54978
34.984,50693,54985
34.992,50699,54989
35,50703,54992
35.008,50706,54992
35.016,50706,54991
35.024,50705,54988
35.032,50703,54986
35.04,50701,54983
35.048,50699,54980
35.056,50699,54978
35.064,50699,54977
35.072,50700,54977
35.08,50701,54979
35.088,50702,54985
35.096,50703,54993
35.104,50705,55003
35.112,50707,55014
35.12,50710,55025
35.128,50714,55035
35.136,50720,55044
35.144,50726,55053
35.152,50732,55063
35.16,50739,55073
35.168,50744,55085
35.176,50750,55098
35.184,50755,55111
35.192,50760,55123
35.2,50765,55135
35.208,50770,55147
35.216,50775,55158
35.224,50780,55169
35.232,50785,55181
35.24,50790,55193
35.248,50795,55206
35.256,50800,55220
35.264,50804,55233
35.272,50809,55245
35.28,50813,55255
35.288,50817,55263
35.296,50820,55270
35.304,50824,55278
35.312,50828,55286
35.32,50833,55296
35.328,50837,55306
35.336,50841,55316
35.344,50845,55326
35.352,50849,55336
35.36,50853,55345
35.368,50858,55354
35.376,50862,55364
35.384,50866,55375
35.392,50870,55386
35.4,50874,55398
35.408,50879,55411
35.416,50883,55422
35.424,50888,55433
35.432,50892,55443
35.44,50897,55453
35.448,50902,55463
35.456,50906,55473
35.464,50911,55484
35.472,50916,55495
35.48,50921,55507
35.488,50926,55518
35.496,50931,55530
35.504,50935,55541
35.512,50940,55553
35.52,50944,55565
35.528,50948,55576
35.536,50953,55587
35.544,50958,55596
35.552,50963,55605
35.56,50968,55613
35.568,50973,55623
35.576,50978,55633
35.584,50983,55645
35.592,50987,55657
35.6,50991,55671
35.608,50995,55684
35.616,50999,55695
35.624,51002,55704
35.632,51004,55706
35.64,51003,55700
35.648,50996,55680
35.656,50984,55646
35.664,50965,55595
35.672,50939,55530
35.68,50908,55453
35.688,50874,55368
35.696,50838,55281
35.704,50802,55197
35.712,50768,55120
35.72,50739,55054
35.728,50713,55000
35.736,50693,54958
35.744,50678,54926
35.752,50666,54902
35.76,50658,54885
35.768,50653,54872
35.776,50649,54863
35.784,50646,54857
35.792,50644,54852
35.8,50642,54848
35.808,50640,54845
35.816,50638,54841
35.824,50637,54838
35.832,50636,54834
35.84,50636,54832
35.848,50637,54830
35.856,50639,54831
35.864,50641,54834
35.872,50644,54839
35.88,50647,54848
35.888,50650,54858
35.896,50653,54869
35.904,50657,54881
35.912,50661,54893
35.92,50665,54904
35.928,50670,54913
35.936,50673,54919
35.944,50676,54924
35.952,50677,54926
35.96,50677,54926
35.968,50676,54925
35.976,50674,54923
35.984,50673,54920
35.992,50673,54917
36,50673,54915
36.008,50675,54914
36.016,50677,54914
36.024,50679,54916
36.032,50680,54920
36.04,50681,54926
36.048,50682,54933
36.056,50683,54942
36.064,50686,54951
36.072,50690,54961
36.08,50694,54972
36.088,50699,54984
36.096,50705,54996
36.104,50710,55008
36.112,50715,55021
36.12,50721,55034
36.128,50727,55046
36.136,50733,55059
36.144,50737,55072
36.152,50741,55084
36.16,50744,55097
36.168,50747,55109
36.176,50751,55121
36.184,50756,55132
36.192,50762,55144
36.2,50769,55155
36.208,50776,55166
36.216,50782,55177
36.224,50786,55188
36.232,50791,55198
36.24,50794,55208
36.248,50798,55218
36.256,50802,55227
36.264,50807,55237
36.272,50812,55246
36.28,50816,55255
36.288,50820,55264
36.296,50821,55274
36.304,50822,55283
36.312,50823,55293
36.32,50825,55302
36.328,50829,55312
36.336,50834,55322
36.344,50841,55332
36.352,50848,55342
36.36,50854,55352
36.368,50859,55362
36.376,50864,55372
36.384,50868,55383
36.392,50872,55394
36.4,50876,55405
36.408,50881,55416
36.416,50887,55427
36.424,50892,55438
36.432,50897,55449
36.44,50901,55461
36.448,50904,55474
36.456,50906,55488
36.464,50908,55501
36.472,50912,55514
36.48,50917,55526
36.488,50923,55536
36.496,50930,55546
36.504,50937,55555
36.512,50943,55565
36.52,50949,55575
36.528,50953,55586
36.536,50957,55597
36.544,50961,55608
36.552,50966,55620
36.56,50971,55631
36.568,50975,55638
36.576,50977,55640
36.584,50976,55634
36.592,50970,55616
36.6,50958,55585
36.608,50939,55539
36.616,50914,55480
36.624,50885,55409
36.632,50852,55331
36.64,50819,55250
36.648,50786,55172
36.656,50755,55101
36.664,50729,55041
36.672,50707,54994
36.68,50689,54958
36.688,50677,54933
36.696,50668,54916
36.704,50663,54906
36.712,50661,54901
36.72,50660,54899
36.728,50660,54900
36.736,50661,54902
36.744,50663,54905
36.752,50665,54908
36.76,50667,54911
36.768,50669,54915
36.776,50672,54921
36.784,50675,54928
36.792,50678,54938
36.8,50682,54949
36.808,50687,54962
36.816,50693,54975
36.824,50699,54990
36.832,50705,55004
36.84,50711,55018
36.848,50717,55030
36.856,50722,55041
36.864,50726,55049
36.872,50728,55054
36.88,50729,55056
36.888,50729,55054
36.896,50728,55049
36.904,50726,55042
36.912,50724,55035
36.92,50722,55029
36.928,50721,55026
36.936,50719,55025
36.944,50718,55027
36.952,50718,55030
36.96,50719,55035
36.968,50721,55041
36.976,50723,55047
36.984,50727,55055
36.992,50731,55064
37,50736,55075
37.008,50741,55087
37.016,50746,55101
37.024,50751,55115
37.032,50757,55129
37.04,50763,55142
37.048,50770,55155
37.056,50778,55168
37.064,50786,55180
37.072,50795,55193
37.08,50802,55207
37.088,50808,55222
37.096,50812,55238
37.104,50815,55253
37.112,50819,55266
37.12,50823,55279
37.128,50828,55292
37.136,50833,55304
37.144,50839,55315
37.152,50844,55327
37.16,50849,55339
37.168,50853,55350
37.176,50857,55361
37.184,50861,55371
37.192,50865,55382
37.2,50871,55392
37.208,50877,55402
37.216,50883,55412
37.224,50889,55422
37.232,50893,55432
37.24,50896,55442
37.248,50899,55452
37.256,50901,55462
37.264,50905,55472
37.272,50908,55483
37.28,50913,55493
37.288,50918,55504
37.296,50922,55515
37.304,50927,55527
37.312,50931,55538
37.32,50935,55549
37.328,50939,55561
37.336,50944,55572
37.344,50949,55584
37.352,50956,55595
37.36,50963,55607
37.368,50970,55619
37.376,50977,55631
37.384,50981,55643
37.392,50985,55655
37.4,50988,55667
37.408,50991,55679
37.416,50994,55691
37.424,50998,55703
37.432,51003,55714
37.44,51008,55726
37.448,51014,55738
37.456,51018,55749
37.464,51023,55761
37.472,51028,55771
37.48,51032,55782
37.488,51036,55792
37.496,51040,55803
37.504,51043,55814
37.512,51046,55826
37.52,51049,55837
37.528,51053,55846
37.536,51055,55849
37.544,51055,55843
37.552,51051,55825
37.56,51041,55790
37.568,51023,55740
37.576,50998,55675
37.584,50966,55597
37.592,50931,55512
37.6,50894,55424
37.608,50857,55338
37.616,50822,55259
37.624,50791,55190
37.632,50764,55131
37.64,50743,55085
37.648,50726,55049
37.656,50713,55024
37.664,50705,55006
37.672,50699,54994
37.68,50695,54986
37.688,50693,54982
37.696,50692,54979
37.704,50691,54977
37.712,50691,54976
37.72,50691,54975
37.728,50691,54974
37.736,50690,54973
37.744,50689,54972
37.752,50689,54972
37.76,50689,54974
37.768,50691,54977
37.776,50694,54982
37.784,50698,54990
37.792,50701,55001
37.8,50704,55014
37.808,50707,55028
37.816,50709,55042
37.824,50713,55054
37.832,50718,55064
37.84,50724,55072
37.848,50730,55076
37.856,50734,55079
37.864,50737,55080
37.872,50738,55079
37.88,50737,55078
37.888,50736,55076
37.896,50734,55074
37.904,50733,55072
37.912,50732,55071
37.92,50732,55070
37.928,50733,55071
37.936,50734,55075
37.944,50736,55081
37.952,50738,55089
37.96,50741,55100
37.968,50744,55113
37.976,50748,55125
37.984,50753,55136
37.992,50758,55147
38,50764,55157
38.008,50771,55168
38.016,50777,55180
38.024,50783,55193
38.032,50789,55206
38.04,50795,55220
38.048,50801,55234
38.056,50806,55248
38.064,50812,55261
38.072,50818,55273
38.08,50824,55286
38.088,50829,55298
38.096,50835,55312
38.104,50840,55325
38.112,50845,55340
38.12,50850,55353
38.128,50854,55366
38.136,50859,55377
38.144,50864,55387
38.152,50869,55396
38.16,50873,55405
38.168,50878,55415
38.176,50883,55425
38.184,50887,55436
38.192,50892,55447
38.2,50896,55458
38.208,50900,55468
38.216,50904,55479
38.224,50908,55489
38.232,50913,55499
38.24,50918,55510
38.248,50922,55521
38.256,50927,55533
38.264,50931,55545
38.272,50936,55556
38.28,50940,55568
38.288,50945,55579
38.296,50950,55590
38.304,50955,55601
38.312,50960,55612
38.32,50965,55624
38.328,50970,55636
38.336,50975,55648
38.344,50980,55660
38.352,50985,55672
38.36,50990,55685
38.368,50995,55698
38.376,50999,55711
38.384,51004,55724
38.392,51009,55735
38.4,51015,55745
38.408,51020,55754
38.416,51026,55764
38.424,51032,55774
38.432,51038,55787
38.44,51043,55801
38.448,51047,55815
38.456,51051,55830
38.464,51055,55843
38.472,51059,55855
38.48,51063,55866
38.488,51068,55877
38.496,51073,55889
38.504,51078,55901
38.512,51082,55911
38.52,51086,55917
38.528,51086,55914
38.536,51081,55898
38.544,51070,55866
38.552,51052,55816
38.56,51028,55751
38.568,50997,55672
38.576,50962,55586
38.584,50925,55497
38.592,50887,55411
38.6,50851,55330
38.608,50819,55259
38.616,50791,55199
38.624,50768,55150
38.632,50750,55112
38.64,50737,55085
38.648,50728,55066
38.656,50721,55054
38.664,50717,55046
38.672,50715,55043
38.68,50713,55041
38.688,50714,55041
38.696,50715,55042
38.704,50717,55042
38.712,50720,55043
38.72,50723,55044
38.728,50724,55044
38.736,50725,55046
38.744,50725,55048
38.752,50724,55053
38.76,50725,55060
38.768,50727,55068
38.776,50731,55079
38.784,50736,55091
38.792,50742,55103
38.8,50747,55115
38.808,50753,55127
38.816,50757,55137
38.824,50760,55145
38.832,50763,55151
38.84,50764,55154
38.848,50766,55155
38.856,50767,55154
38.864,50768,55152
38.872,50768,55150
38.88,50767,55147
38.888,50766,55145
38.896,50764,55144
38.904,50762,55144
38.912,50761,55146
38.92,50762,55149
38.928,50763,55153
38.936,50766,55160
38.944,50769,55168
38.952,50773,55177
38.96,50777,55187
38.968,50782,55199
38.976,50788,55211
38.984,50794,55224
38.992,50800,55237
39,50805,55250
39.008,50808,55263
39.016,50811,55276
39.024,50814,55290
39.032,50819,55303
39.04,50825,55316
39.048,50832,55329
39.056,50840,55342
39.064,50848,55354
39.072,50855,55366
39.08,50860,55378
39.088,50865,55390
39.096,50869,55402
39.104,50874,55414
39.112,50879,55425
39.12,50885,55435
39.128,50890,55445
39.136,50895,55455
39.144,50898,55466
39.152,50900,55476
39.16,50900,55487
39.168,50901,55497
39.176,50903,55507
39.184,50907,55516
39.192,50913,55525
39.2,50920,55534
39.208,50927,55543
39.216,50933,55553
39.224,50938,55562
39.232,50942,55573
39.24,50946,55583
39.248,50950,55594
39.256,50954,55604
39.264,50959,55615
39.272,50964,55625
39.28,50969,55635
39.288,50973,55646
39.296,50977,55658
39.304,50981,55671
39.312,50984,55685
39.32,50988,55699
39.328,50991,55712
39.336,50996,55723
39.344,51002,55733
39.352,51008,55742
39.36,51014,55750
39.368,51019,55760
39.376,51024,55771
39.384,51029,55783
39.392,51034,55795
39.4,51038,55807
39.408,51043,55818
39.416,51047,55828
39.424,51052,55838
39.432,51056,55848
39.44,51060,55858
39.448,51065,55871
39.456,51070,55884
39.464,51074,55895
39.472,51076,55901
39.48,51075,55897
39.488,51070,55879
39.496,51058,55845
39.504,51040,55794
39.512,51015,55729
39.52,50986,55654
39.528,50953,55574
39.536,50918,55492
39.544,50883,55413
39.552,50851,55342
39.56,50823,55280
39.568,50800,55230
39.576,50781,55191
39.584,50767,55163
39.592,50758,55143
39.6,50752,55131
39.608,50749,55124
39.616,50748,55122
39.624,50749,55123
39.632,50751,55128
39.64,50754,55134
39.648,50757,55142
39.656,50760,55150
39.664,50763,55158
39.672,50766,55166
39.68,50770,55174
39.688,50774,55183
39.696,50778,55194
39.704,50784,55207
39.712,50789,55221
39.72,50796,55235
39.728,50802,55250
39.736,50808,55263
39.744,50813,55274
39.752,50818,55281
39.76,50821,55286
39.768,50824,55287
39.776,50825,55287
39.784,50825,55285
39.792,50823,55283
39.8,50820,55280
39.808,50817,55276
39.816,50814,55272
39.824,50811,55268
39.832,50809,55264
39.84,50808,55263
39.848,50809,55263
39.856,50809,55265
39.864,50811,55270
39.872,50813,55276
39.88,50815,55284
39.888,50818,55293
39.896,50822,55302
39.904,50828,55311
39.912,50834,55321
39.92,50842,55331
39.928,50850,55343
39.936,50857,55357
39.944,50862,55372
39.952,50867,55388
39.96,50871,55403
39.968,50875,55418
39.976,50880,55431
39.984,50885,55444
39.992,50890,55457
40,50896,55469
40.008,50902,55481
40.016,50907,55494
40.024,50912,55506
40.032,50916,55518
40.04,50921,55529
40.048,50926,55540
40.056,50931,55550
40.064,50937,55560
40.072,50943,55570
40.08,50948,55579
40.088,50951,55589
40.096,50955,55599
40.104,50957,55609
40.112,50960,55618
40.12,50963,55628
40.128,50967,55637
40.136,50971,55646
40.144,50975,55655
40.152,50979,55664
40.16,50983,55674
40.168,50986,55684
40.176,50990,55694
40.184,50993,55703
40.192,50997,55713
40.2,51002,55722
40.208,51008,55731
40.216,51015,55740
40.224,51022,55749
40.232,51028,55760
40.24,51032,55771
40.248,51035,55782
40.256,51037,55794
40.264,51038,55805
40.272,51041,55815
40.28,51045,55826
40.288,51049,55836
40.296,51054,55847
40.304,51059,55857
40.312,51063,55868
40.32,51067,55878
40.328,51071,55889
40.336,51075,55899
40.344,51079,55909
40.352,51083,55919
40.36,51087,55929
40.368,51092,55939
40.376,51097,55950
40.384,51101,55960
40.392,51105,55969
40.4,51107,55972
40.408,51106,55966
40.416,51100,55948
40.424,51088,55915
40.432,51069,55866
40.44,51044,55802
40.448,51014,55726
40.456,50979,55642
40.464,50943,55555
40.472,50906,55470
40.48,50871,55392
40.488,50840,55323
40.496,50813,55265
40.504,50792,55218
40.512,50775,55182
40.52,50762,55155
40.528,50753,55137
40.536,50747,55124
40.544,50743,55115
40.552,50740,55110
40.56,50738,55106
40.568,50738,55104
40.576,50737,55102
40.584,50736,55100
40.592,50736,55099
40.6,50735,55097
40.608,50734,55096
40.616,50734,55096
40.624,50735,55097
40.632,50737,55100
40.64,50739,55106
40.648,50741,55114
40.656,50743,55124
40.664,50745,55136
40.672,50747,55148
40.68,50750,55160
40.688,50755,55170
40.696,50761,55178
40.704,50767,55183
40.712,50772,55186
40.72,50775,55187
40.728,50775,55186
40.736,50774,55183
40.744,50772,55180
40.752,50769,55176
40.76,50767,55172
40.768,50766,55168
40.776,50765,55165
40.784,50765,55164
40.792,50765,55165
40.8,50765,55169
40.808,50766,55175
40.816,50767,55184
40.824,50769,55194
40.832,50772,55204
40.84,50776,55213
40.848,50781,55221
40.856,50787,55229
40.864,50793,55239
40.872,50799,55249
40.88,50805,55260
40.888,50810,55273
40.896,50815,55286
40.904,50821,55298
40.912,50826,55311
40.92,50831,55323
40.928,50837,55334
40.936,50842,55345
40.944,50847,55356
40.952,50852,55368
40.96,50856,55381
40.968,50861,55394
40.976,50865,55406
40.984,50870,55418
40.992,50874,55428
41,50878,55436
41.008,50882,55444
41.016,50887,55452
41.024,50891,55461
41.032,50895,55470
41.04,50899,55480
41.048,50903,55490
41.056,50906,55499
41.064,50910,55509
41.072,50914,55518
41.08,50918,55526
41.088,50922,55536
41.096,50926,55545
41.104,50930,55555
41.112,50934,55565
41.12,50938,55576
41.128,50942,55586
41.136,50946,55596
41.144,50951,55607
41.152,50955,55617
41.16,50959,55627
41.168,50964,55637
41.176,50968,55648
41.184,50972,55658
41.192,50977,55668
41.2,50981,55679
41.208,50986,55689
41.216,50991,55700
41.224,50995,55711
41.232,50999,55723
41.24,51004,55734
41.248,51008,55743
41.256,51013,55752
41.264,51018,55760
41.272,51023,55768
41.28,51029,55777
41.288,51033,55788
41.296,51038,55799
41.304,51041,55812
41.312,51045,55825
41.32,51049,55838
41.328,51053,55849
41.336,51056,55855
41.344,51057,55855
41.352,51054,55844
41.36,51045,55819
41.368,51030,55779
41.376,51009,55724
41.384,50981,55654
41.392,50948,55574
41.4,50913,55488
41.408,50876,55402
41.416,50840,55320
41.424,50807,55247
41.432,50779,55185
41.44,50756,55135
41.448,50738,55098
41.456,50724,55071
41.464,50714,55052
41.472,50707,55039
41.48,50703,55030
41.488,50700,55024
41.496,50699,55020
41.504,50698,55018
41.512,50698,55017
41.52,50698,55016
41.528,50697,55015
41.536,50696,55013
41.544,50696,55012
41.552,50696,55012
41.56,50698,55013
41.568,50701,55016
41.576,50706,55021
41.584,50710,55028
41.592,50714,55037
41.6,50717,55048
41.608,50720,55059
41.616,50723,55071
41.624,50727,55082
41.632,50731,55091
41.64,50734,55099
41.648,50737,55103
41.656,50738,55106
41.664,50739,55106
41.672,50738,55104
41.68,50736,55101
41.688,50734,55097
41.696,50732,55092
41.704,50731,55088
41.712,50731,55086
41.72,50732,55085
41.728,50733,55086
41.736,50735,55088
41.744,50736,55093
41.752,50737,55098
41.76,50739,55105
41.768,50741,55114
41.776,50744,55123
41.784,50748,55133
41.792,50752,55144
41.8,50757,55155
41.808,50762,55167
41.816,50767,55179
41.824,50773,55191
41.832,50779,55203
41.84,50785,55216
41.848,50790,55228
41.856,50795,55240
41.864,50798,55252
41.872,50800,55264
41.88,50803,55275
41.888,50806,55287
41.896,50811,55298
41.904,50817,55309
41.912,50824,55319
41.92,50830,55329
41.928,50836,55339
41.936,50841,55348
41.944,50844,55357
41.952,50847,55366
41.96,50851,55374
41.968,50855,55383
41.976,50859,55392
41.984,50864,55400
41.992,50868,55409
42,50870,55417
42.008,50871,55426
42.016,50872,55435
42.024,50872,55444
42.032,50874,55454
42.04,50878,55463
42.048,50884,55473
42.056,50891,55482
42.064,50898,55492
42.072,50905,55502
42.08,50910,55512
42.088,50914,55522
42.096,50917,55532
42.104,50921,55543
42.112,50926,55554
42.12,50931,55564
42.128,50936,55574
42.136,50941,55584
42.144,50946,55595
42.152,50950,55606
42.16,50953,55619
42.168,50955,55633
42.176,50958,55647
42.184,50962,55660
42.192,50966,55671
42.2,50972,55680
42.208,50978,55688
42.216,50984,55696
42.224,50989,55705
42.232,50994,55716
42.24,50999,55727
42.248,51003,55736
42.256,51005,55742
42.264,51005,55740
42.272,51001,55728
42.28,50993,55701
42.288,50978,55661
42.296,50957,55606
42.304,50930,55541
42.312,50900,55468
42.32,50867,55394
42.328,50834,55320
42.336,50802,55252
42.344,50774,55190
42.352,50750,55138
42.36,50731,55096
42.368,50716,55064
42.376,50706,55042
42.384,50700,55029
42.392,50696,55021
42.4,50695,55019
42.408,50695,55019
42.416,50696,55022
42.424,50698,55026
42.432,50700,55030
42.44,50702,55035
42.448,50704,55040
42.456,50706,55045
42.464,50709,55051
42.472,50712,55058
42.48,50716,55067
42.488,50721,55078
42.496,50727,55091
42.504,50733,55106
42.512,50739,55120
42.52,50745,55134
42.528,50750,55146
42.536,50755,55156
42.544,50758,55163
42.552,50760,55167
42.56,50761,55169
42.568,50761,55167
42.576,50759,55164
42.584,50757,55159
42.592,50754,55153
42.6,50752,55147
42.608,50749,55142
42.616,50747,55138
42.624,50746,55135
42.632,50745,55134
42.64,50746,55136
42.648,50747,55140
42.656,50749,55145
42.664,50752,55153
42.672,50756,55162
42.68,50760,55172
42.688,50765,55183
42.696,50770,55194
42.704,50775,55206
42.712,50780,55219
42.72,50786,55232
42.728,50792,55246
42.736,50797,55260
42.744,50803,55273
42.752,50809,55285
42.76,50815,55296
42.768,50821,55306
42.776,50828,55315
42.784,50834,55326
42.792,50839,55339
42.8,50844,55352
42.808,50849,55366
42.816,50853,55380
42.824,50856,55392
42.832,50860,55403
42.84,50865,55413
42.848,50869,55422
42.856,50873,55431
42.864,50877,55441
42.872,50880,55450
42.88,50884,55460
42.888,50888,55469
42.896,50891,55478
42.904,50895,55486
42.912,50899,55493
42.92,50903,55500
42.928,50907,55507
42.936,50911,55515
42.944,50915,55525
42.952,50919,55536
42.96,50923,55547
42.968,50927,55559
42.976,50931,55571
42.984,50935,55581
42.992,50939,55591
43,50944,55601
43.008,50948,55611
43.016,50953,55621
43.024,50957,55632
43.032,50961,55643
43.04,50965,55654
43.048,50970,55664
43.056,50975,55672
43.064,50980,55680
43.072,50986,55688
43.08,50992,55698
43.088,50997,55708
43.096,51001,55720
43.104,51004,55733
43.112,51007,55745
43.12,51010,55757
43.128,51014,55768
43.136,51018,55779
43.144,51023,55789
43.152,51027,55796
43.16,51029,55798
43.168,51028,55791
43.176,51021,55772
43.184,51008,55738
43.192,50987,55687
43.2,50961,55622
43.208,50931,55544
43.216,50898,55459
43.224,50864,55373
43.232,50831,55291
43.24,50799,55217
43.248,50769,55154
43.256,50743,55102
43.264,50720,55060
43.272,50703,55028
43.28,50689,55004
43.288,50680,54987
43.296,50674,54974
43.304,50670,54965
43.312,50668,54959
43.32,50666,54954
43.328,50664,54951
43.336,50662,54947
43.344,50660,54943
43.352,50658,54939
43.36,50658,54935
43.368,50659,54932
43.376,50661,54930
43.384,50663,54930
43.392,50665,54933
43.4,50667,54938
43.408,50668,54945
43.416,50669,54954
43.424,50671,54965
43.432,50674,54976
43.44,50679,54987
43.448,50683,54997
43.456,50688,55005
43.464,50692,55012
43.472,50694,55016
43.48,50695,55017
43.488,50694,55017
43.496,50693,55014
43.504,50691,55011
43.512,50689,55007
43.52,50687,55003
43.528,50685,55000
43.536,50684,54998
43.544,50684,54998
43.552,50685,55000
43.56,50686,55003
43.568,50688,55008
43.576,50691,55014
43.584,50694,55021
43.592,50698,55030
43.6,50702,55039
43.608,50707,55049
43.616,50712,55060
43.624,50717,55072
43.632,50722,55085
43.64,50727,55097
43.648,50732,55110
43.656,50738,55122
43.664,50744,55135
43.672,50750,55147
43.68,50757,55159
43.688,50762,55171
43.696,50768,55182
43.704,50772,55194
43.712,50776,55205
43.72,50780,55216
43.728,50784,55227
43.736,50788,55237
43.744,50793,55248
43.752,50797,55258
43.76,50801,55268
43.768,50806,55277
43.776,50810,55287
43.784,50814,55297
43.792,50819,55306
43.8,50823,55315
43.808,50826,55325
43.816,50828,55334
43.824,50830,55344
43.832,50832,55354
43.84,50834,55363
43.848,50839,55373
43.856,50844,55382
43.864,50850,55392
43.872,50857,55402
43.88,50862,55412
43.888,50867,55422
43.896,50872,55432
43.904,50876,55443
43.912,50880,55454
43.92,50884,55464
43.928,50889,55476
43.936,50894,55487
43.944,50900,55498
43.952,50905,55509
43.96,50909,55520
43.968,50912,55532
43.976,50914,55544
43.984,50917,55555
43.992,50920,55567
44,50925,55579
44.008,50932,55591
44.016,50939,55603
44.024,50946,55614
44.032,50952,55625
44.04,50957,55637
44.048,50962,55649
44.056,50966,55661
44.064,50971,55673
44.072,50976,55683
44.08,50980,55689
44.088,50981,55686
44.096,50977,55672
44.104,50966,55644
44.112,50947,55600
44.12,50920,55541
44.128,50887,55469
44.136,50851,55388
44.144,50815,55303
44.152,50781,55219
44.16,50749,55141
44.168,50721,55073
44.176,50697,55017
44.184,50676,54972
44.192,50659,54938
44.2,50646,54912
44.208,50637,54894
44.216,50631,54881
44.224,50627,54872
44.232,50626,54865
44.24,50624,54861
44.248,50623,54858
44.256,50622,54857
44.264,50619,54856
44.272,50616,54856
44.28,50612,54855
44.288,50610,54854
44.296,50610,54853
44.304,50611,54852
44.312,50614,54852
44.32,50617,54855
44.328,50622,54861
44.336,50626,54870
44.344,50631,54882
44.352,50636,54894
44.36,50641,54906
44.368,50646,54918
44.376,50651,54926
44.384,50655,54933
44.392,50657,54936
44.4,50658,54938
44.408,50658,54939
44.416,50657,54939
44.424,50655,54939
44.432,50653,54938
44.44,50651,54936
44.448,50650,54933
44.456,50649,54930
44.464,50649,54927
44.472,50650,54926
44.48,50651,54928
44.488,50653,54932
44.496,50656,54939
44.504,50659,54947
44.512,50663,54956
44.52,50667,54966
44.528,50672,54977
44.536,50678,54989
44.544,50683,55002
44.552,50689,55015
44.56,50695,55027
44.568,50701,55040
44.576,50707,55053
44.584,50712,55066
44.592,50718,55079
44.6,50723,55092
44.608,50729,55105
44.616,50734,55118
44.624,50739,55130
44.632,50744,55142
44.64,50749,55154
44.648,50754,55165
44.656,50759,55177
44.664,50764,55187
44.672,50768,55198
44.68,50773,55208
44.688,50777,55218
44.696,50782,55228
44.704,50786,55239
44.712,50790,55250
44.72,50794,55262
44.728,50798,55274
44.736,50802,55284
44.744,50806,55293
44.752,50810,55301
44.76,50814,55308
44.768,50818,55316
44.776,50823,55325
44.784,50827,55334
44.792,50832,55345
